id,listing_url,name,space,picture_url,neighbourhood,latitude,longitude,price,weekly_price,monthly_price,availability_365,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month
106363,https://www.airbnb.com/rooms/106363,Bright Room With A Great River View,"Come and enjoy a bright sunny cozy room in a  3 bedroom classic prewar building on Riverside Drive in upper Manhattan. The room has  a great view  of the Hudson River and the George Washington Bridge. This room is ideal for students or traveling adults looking for a  comfortable temporary and affordable accommodation.  The room is petite and is best suited for 1 person It has a semi private entrance with its own 1/2 bathroom. It's a large apartment by New York standards with 2 entrances. One entrance leads almost directly into the bedroom. This is great for the guest as your comings and goings don't bother anyone at all. The 1/2 bath has its own sink and toilet allowing for your additional privacy.  I will provide bedding,  linens and towels as needed. There is a laundry facility available for use 7 days per week in the basement of the building from 8am to 9pm. The apartment is located in front of Riverbank State Park offering a swimming pool, track, gym, soccer field, basketball court",https://a0.muscache.com/im/pictures/3185866/cf324b18_original.jpg?aki_policy=large,Hamilton Heights,40.8277259175404,-73.9523133202112,60,,1650,264,315,96,10,9,10,10,9,10,3.8
106647,https://www.airbnb.com/rooms/106647,Tree lined block modern apartment,"Brand new large 1 bedroom + alcove on a beautiful brownstones tree lined block in Clinton Hill.  Located in a new development, very quiet, and spacious. Bunk bed in bedroom + queen size bed in alcove.   Fully equipped kitchen with dishwasher. 2nd floor walk-up.  Large bathroom with double access.  Cable TV, all zones dvd player, wi-fi.  Best suited for a couple or family of four.  Communication with me is made easy, as family member lives downstairs. It is possible to drop off luggage, should there be a check in the same day of check out. Only two blocks from the subway: G subway line is only a block away and the A or C line is about a 10 min walk which gets you to Manhattan in no time at all. 20 minutes to Downtown Manhattan, 40 minutes to Central Park. 30 minutes from JFK airport. Car service (taxi) available by phone call. Go to 'Bikesmith' on Smith St. to rent bikes. The neighborhood is very diverse with great local shops and places to eat. Barclay's Centre, BAM (Brooklyn Academy o",https://a0.muscache.com/im/pictures/473d61d5-77e2-406e-93ad-50d17eee9c4f.jpg?aki_policy=large,Clinton Hill,40.6850485804844,-73.9568366897206,145,850,3000,15,72,97,10,10,10,10,9,10,0.87
106906,https://www.airbnb.com/rooms/106906,Sunny Top Floor Fort Greene Two Bedroom,"You will love your stay in this beautiful two bedroom located on Mansion Row in the heart of historic Fort Greene/Clinton Hill. The apartment is on the top floor of a 6-story pre-war art deco elevator building -- tons of light, courtyard views, garden access and very quiet. There are two bedrooms both with queen/full beds, a large living/dining room, another small common area with loveseat, and a separate kitchen, fully stocked. I have a TV (but just for playing DVD's, no channels) and a projector for watching movies. There is laundry in the basement and access to a large courtyard with vegetable gardens and places to sit and relax. In the summer, you can enjoy access to my garden plot.  The apartment is just across the street from the Brooklyn Flea, near Fort Greene Park, the Fort Greene farmer's market, all Dekalb shops, bars & restaurants and a short walk to the BAM cultural district. Easy access to Manhattan on the C or G train and a short walk to most train lines at the Atlantic C",https://a0.muscache.com/im/pictures/18dcc41d-01e2-4f9b-bd2d-fe9c7025e08d.jpg?aki_policy=large,Clinton Hill,40.6862534979004,-73.9671918973809,90,600,1850,302,12,98,10,10,10,10,10,9,0.15
107630,https://www.airbnb.com/rooms/107630,Sweet Historic Greenpoint Duplex,"*NOTE RE: PASSAGE OF NY RESTRICTIONS -- THIS IS A FULLY LEGAL LISTING IN AN OWNER-OCCUPIED ROWHOUSE.  Please note, I don't accept reservations more than 3 months in advance... This great little duplex is sunny, sweet & comfortable.  The landmarked rowhouse is on a very quiet tree-lined residential street in Brooklyn's booming Greenpoint Historic District, on the riverfront just north of bustling Williamsburg. Walk to the Bedford ""L"" subway stop, or just a few blocks from the Greenpoint ""G"" stop. East River Ferry service (with multiple stops in Brooklyn, Manhattan, and Queens) is ~5 blocks from the house, on the India St waterfront. Plenty of restaurants, bars, boutiques, cafes, galleries, banks, gyms, etc all within blocks. I love this neighborhood, and you will too! This duplex is located on the lower 2 levels of a historic rowhouse. First floor: open living/kitchen area with full bath Lower ""Garden"" floor: bedroom & laundry access The bedroom has a queen size bed, and the living room",https://a0.muscache.com/im/pictures/8a50066a-2c3b-4005-8935-f4e513983b68.jpg?aki_policy=large,Greenpoint,40.7291068756576,-73.9549273613104,175,,,284,206,94,9,9,10,10,10,9,2.52
107690,https://www.airbnb.com/rooms/107690,1- person everyone smile. Its NY. T.C.T.N.S,This room as Twin size bed for a  single person only. one T.V Wi Fi and carpet on the floor a small desk.  room for 1  person.Lots of stores and there is a Macy's and other local stores to shop.  5 min walk to the train station,https://a0.muscache.com/im/pictures/b9bfdc0e-aee1-4b34-ac5e-5796737232de.jpg?aki_policy=large,Park Versailles,40.8314954910505,-73.8728890682318,35,,,365,39,92,9,9,10,10,9,9,0.49
107895,https://www.airbnb.com/rooms/107895,Riverside Charm with Fire Place,"High ceiling, tastefully equipped, brick walled studio with fire place, art and queen size bed. Sunny, 3rd floor walk-up. Wireless Internet.  Beautiful block right next to Hudson Riverside Park recreational area. 5 min to express and local trains at 72nd and broadway.  Movies, theatre, Central Park, any type of store imaginable around 72nd broadway. Lincoln Center and Central Park can be reached within a 10min walk. We speak English.  Wir sprechen Deutsch.  Nous parlons francais.",https://a0.muscache.com/im/pictures/1934285/a169adee_original.jpg?aki_policy=large,Upper West Side,40.7794408763185,-73.985665624645,140,,3200,142,47,92,9,10,9,9,10,9,0.66
110576,https://www.airbnb.com/rooms/110576,Historic House of Music & Art NYC!,"Welcome to the treehouse! It is an inspiring place to plan a day in the (URL HIDDEN) oasis above New York where you can feel safe, happy and inspired! The room is large and spacious with a bed, drawers and closet. Room also has a large tv. Note this room is a railroad style room so you will have a person coming through to get to their bedroom at night. We have wifi and guest guides and will be happy to help make your stay extra memorable and comfortable. We are musicians and artists who enjoy meeting new people and enjoying the city.",https://a0.muscache.com/im/pictures/816399/f9c906d2_original.jpg?aki_policy=large,Financial District,40.7028430422872,-74.011361150084,78,714,2400,320,36,93,9,9,10,10,10,9,0.43
110739,https://www.airbnb.com/rooms/110739,Spacious Central Chelsea Loft Studio,"This is a very central, large loft-like studio apartment with tall windows and lots of sunlight.  Apt has high ceilings.  Metro / subway is a few steps away from the apartment.  Times Square is only 15 minutes walk away.   Sight-seeing like the Empire State Building or the High Line Park are only about 10 minutes walk. The apartment is completely private.  I have a high response rate and excellent reviews from guests, so please feel free to ask me any questions.  My guests feel the location is perfect, especially for shopping & sight seeing, and I have lots of room for storing shopping.  There are 2 elevators right in front of the apt door. The metro / subway station and bus are right outside your door.   Herald Square / Macy's shopping area are just 5 minutes walk away.  The main train station, Penn Station, and Whole Foods grocery store, are both 3 minutes walk away.  Across the street is a 24 hour convenience store that sells all kinds of supplies and food, with a pharmacy.  24 hour",https://a0.muscache.com/im/pictures/1692169/9395b048_original.jpg?aki_policy=large,Flatiron District,40.7450314319669,-73.9887642473651,169,,,29,50,98,10,10,10,10,10,10,0.64
110921,https://www.airbnb.com/rooms/110921,3 Bedroom Soho,"The apartment has a Eat in kitchen and full sized living room. The apartment  is in the Back of building so its very quiet. Right in the heart of Downtown. Two rooms have double beds one has a single bed. The tenants of the building have all lived here for years and are respectful and quiet. So inturn we return the favor =)  There are many train lines to take you to the best sites. You are walking distance Soho ( great shopping), Chinatown(authentic food), LES is walking distances for bars and live music, little Italy for coffee and canolli in the morning.  Tip: We are on 4th floor walk up so pack accordingly. This is a 100 year old building. The apartment is very clean but the appliances have not been updated.  Perks: Bug & Critter free!! Fresh linens and towels provided Non-Smoker Clean & tidy The apartment is a 4th floor walk up.  Wireless/cable.",https://a0.muscache.com/im/pictures/bacce5d1-0d72-411e-8d35-a693f1c4b9fe.jpg?aki_policy=large,Chinatown,40.7197215560625,-73.9959743288823,299,,,251,47,90,9,8,9,9,10,9,0.57
112304,https://www.airbnb.com/rooms/112304,Cozy Private Room in West Harlem!,"Hey there!!  Thanks for checking out my room It's a spacious, warm, cozy bedroom in the heart of west Harlem. It shares an apt with 2 other rooms. Apartment has a bathroom, living room, kitchen, and wifi.  You're able to cook, use the fridge, but not eat the food (and please clean up after yourself). Room comes furnished with a clean full-size bed with comfy pillows , 2 windows, warm lighting, a table, a desk, and two chairs. My roommates will be home but at work or moving about the city. They are two amazing ladies, one with her mom coming to visit who will be sleeping on the sofa-bed in the living room at night. She is cooking Christmas dinner on Christmas Day and you're welcome to have some if you like :)  I love this house it's a really home. If you want to come to visit New York and feel at home and welcome this is the place.  Building has a secured,locked front entrance and secured apartment. Room is quiet and clean within a diverse community. The available room comes with a lock",https://a0.muscache.com/im/pictures/92e5e114-051f-4638-847b-485ea6ef719b.jpg?aki_policy=large,Harlem,40.8053995657805,-73.9518873436159,90,,,0,1,100,10,8,10,10,8,10,0.04
112359,https://www.airbnb.com/rooms/112359,UES Quiet & Spacious 1 bdrm for 4,"Located on the same block as the subway this is a top-floor apartment that has tons of natural light (7 windows) and is a perfect alternative to being near the craziness of downtown Manhattan while also being within minutes of Museum Mile (Central Park is 2 1/2 blocks away and the Guggenheim & Met are only 15 minutes walking distance away). For sleeping there is a full size bed + a trundle bed (which can be used for 2 people separately or as a king). The sheets are quality high thread count and the towels heavy Turkish. There are plenty of linens, fresh towels, dresser drawers, and closet space for your use. Block is loaded with all the amenities of the city....2 grocery stories, pizza place, florist, library, Starbuck's, organic market, etc. There are several 24 hour vendors (a CVS, a fresh market, and a deli) within 3 minutes of the apt. Apt is located only 15 steps from the #6 subway station at 96th Street  yet because of its location in the rear of building, is extremely quiet. Mod",https://a0.muscache.com/im/pictures/769842/5ef24755_original.jpg?aki_policy=large,Upper East Side,40.7849079495008,-73.9507976794108,225,1450,4500,297,54,93,10,9,10,10,10,9,0.65
112435,https://www.airbnb.com/rooms/112435,ALL ABOUT A VERY COMFORTABLE ROOM..,"Why Fort Greene  Brooklyn, New York..... this is the most beautiful place to LIVE, LOVE, AND BE... just hang in the very comfortable room next time you visit New York. This room is fitted with a Queen Size Bed and it's very own private bathroom just for your comfort, a sitting area for a cup of coffee or tea or just to read a magazine  IT'S ALL YOURS.  When it's time to get out Brooklyn as more  energy, excitement and inspiration, Think about the museum, think about the theater, think about the restaurants, bars and club.  Think about the unique and historic neighborhood.  VERY close to Williamsburg, Park Slope, Prospect Hights, 10 mins away from Manhattan  very close to most subway line A, C. G. F. Q, R, N, 2, 3, 4, 5. and B54 and B38 Bus.  The room offers a perfect environment for the business traveler, corporate guest, and of course the casual traveler in an atmosphere that is comfortable. If I may say Brooklyn offer much more value than Manhattan. A ROOM IN BROOKLYN FORT GREENE",https://a0.muscache.com/im/pictures/4312228/b7c2d26d_original.jpg?aki_policy=large,Fort Greene,40.6908770350738,-73.9730686300321,95,,,356,134,91,9,9,10,9,10,9,1.63
113092,https://www.airbnb.com/rooms/113092,Rm in Beautiful Luxury Apt. Bldg,"Private Bright Sunny Room in Beautiful Luxury Apartment Building in Downtown Brooklyn, just 10 minutes away from Manhattan and close to all subways, buses, bridges and railroads, with a large beautiful garden on the grounds with a variety of seating areas and a meditate areas, secure 24 hr. door-service and security, laundry room, and nearby parking.  Share kitchen and bathroom with owner (will work out schedule to ensure privacy if desired around cooking, etc.)  Also, there are tons of restaurants, theaters, 3 shopping malls, including Whole Foods, Trader Joe's, etc. and a Major Cultural Center all within walking distance. Also, shorts walks to Brooklyn Heights Promenade, Ft. Green Park and other cultural sites.",https://a0.muscache.com/im/pictures/356e1769-cf18-4699-bb33-7ffa8a59cde8.jpg?aki_policy=large,Fort Greene,40.6905013172857,-73.9786714567184,90,600,2250,205,0,,,,,,,,
113265,https://www.airbnb.com/rooms/113265,Brooklyn- Crown Heights Garden Apt.,"1 bedroom garden level apartment with private bathroom. Modern (2010 construction) on a landmarked block. Mint condition, partially furnished queen-sized bed.  Special amenities: microwave, toaster oven, wireless Internet, mini-refrigerator. Linens are professionally laundered and we provide towels. Ours is a quiet and safe building on a land-marked block in a safe, diverse and conveniently located a safe, centrally-located neighbourhood. Convenient and plentiful public transportation options - 'A', 'C', '3' and LIRR trains; bus lines - 'B44', 'B49', 'B65'. 30 minutes by train to Midtown Manhattan. 25 minute cab ride to JFK and La Guardia airports. Great dining - especially Caribbean & Asian restaurants. Brooklyn Museum, Brooklyn Botanical, Brooklyn Children's Museum are within walking distance. ",https://a0.muscache.com/im/pictures/740924/7fd76614_original.jpg?aki_policy=large,Crown Heights,40.6755499129051,-73.9505682223138,52,,1550,308,203,95,10,10,10,10,9,10,2.48
113945,https://www.airbnb.com/rooms/113945,Cozy room in Time Square!,"Rent a cozy room in a huge and cozy 2br-apartment in Time Square for your staying in the big apple! You will have your own private room, with space to hang your clothes, and access to common living areas (Full Bathroom, Dining area, and Breakfast amenities -NO Kitchen usage-).  All of the above just few steps from Time Square, with easy access to all the best spots in the city! You must be clean and responsible! and love cats!   The room (with Queen size bed) is available for up to 4 (four) consecutive days/nights, you choose the dates,according to availability! The price averages around $69-175 (depending on season and availability) per night for one guest, and additional $30-50 per night for a second guest, see updated listing for more accurate pricing.  The rental price includes unlimited WiFi internet access, and ALL THE APPLICABLE TAXES that are charged to me by the website.   No smoking, No excessive drinking, and No outside guests are allowed in the apartment. Absolutely NO FOOD",https://a0.muscache.com/im/pictures/71552206/061a3812_original.jpg?aki_policy=large,Hell's Kitchen,40.758348882077,-73.9919341652019,100,,,101,108,96,9,10,10,10,10,9,1.31
114123,https://www.airbnb.com/rooms/114123,Large Park Slope Townhouse Duplex,"Duplex with private garden in Park Slope, Brooklyn. Wifi, Washer/Dryer, 6 burner stove in large kitchen, comfortable livingroom, cable. One masterbedroom, two other bedrooms, marble masterbath with large tub, new second  bathroom with shower on ground floor. A/C and D/W. Sleeps six.  Steps away from restaurants, shops and bars on 5th Avenue and 7th Avenue. 10 minute walk to Prospect Park.  5 minute walk to subway stop 2 minute walk to bus stop Large ceilings on bedroom floor, bird singing in the garden. Pleasant home amidst  ",https://a0.muscache.com/im/pictures/748057/ded44e2e_original.jpg?aki_policy=large,Park Slope,40.6652674704689,-73.9886007864343,225,1499,4990,184,26,90,9,8,9,10,9,8,0.33
114229,https://www.airbnb.com/rooms/114229,Lower East Side 2 Bedroom Apt,"PLEASE do NOT BOOK MY APARTMENT UNTIL YOU CONTACT ME FIRST. The price includes all bills/utilities (a/c, heat, water, electric, gas, DSL/wireless, phone, cable). The aptment has 2/3 bedrooms, 1 living room, 1 dining room, 1 kitchen and a bathroom.  The total surface is 800 sq feet. Originally, it was supposed to be a 3 bedroom aptment, but instead, i put in a Dining table (fits 10) If you are a bigger party, the dining area can be transformed into a THIRD Bedroom. All three bedrooms come equipped with REAL beds and the living room has a sofa bed (fits 2) and an extra air mattress. Please see pictures below of the aptment and I will happily reply to your questions. The aptment can accommodate up to 7-8 people comfortably. 1 bedroom - queen bed (2) 2 bedroom - king bed (2)   3 bedroom â€“ king bed (2) Air Mattress (1) Please see pics, everything is included. Please note that prices may vary during seasons. Best  Tony Bonjour Ã  tous, Vous venez passer des vacances Ã  New York? Vous cherchez ",https://a0.muscache.com/im/pictures/65281975/ee86e423_original.jpg?aki_policy=large,Lower East Side,40.7189453509357,-73.9943423375691,250,,,365,33,97,10,10,10,10,10,9,0.47
114969,https://www.airbnb.com/rooms/114969,"Manhattan Studio, Perfect Location","*!* PLEASE send a message asking about availability before booking! thank you Clean, sunny and quiet studio in Midtown East / Upper East Side Manhattan. Located in a vibrant neighborhood â€“ just 4 blocks from MoMA and 5th Avenue. Rockefeller Center, Times Square, Theater District, Grand Central, the UN and Central Park - within 10 min walk. Closest subway station is one block away. A short walk to N, Q, R, E, F, 6 lines - so it's easy to get around to any location in NYC. Surrounded by great restaurants, bars, shops and galleries. Very safe neighborhood. Amenities include:  - 24h doorman service  - kitchen and bathroom with full bathtub  - air conditioner, microwave, gas stove, refrigerator, cookware and utensils, queen size bed (memory foam), high speed internet (cable or wireless, 50 Mbps)  - elevator  - laundry room in the basement - clean bedding and towels are provided",https://a0.muscache.com/im/pictures/57214703/4e6e277e_original.jpg?aki_policy=large,Midtown East,40.7557905086952,-73.966993946209,160,,3500,65,36,95,10,9,10,10,10,9,0.44
115535,https://www.airbnb.com/rooms/115535,Sun-Drenched Hamilton Hts Jewel   ,"Seven glorious windows facing south on the fifth floor of an elevator building with nothing blocking the view. One bedroom available to house guest in a two bedroom apt sharing with a professional woman. The bedrooms are at opposite ends of the apt and each person has complete privacy. New, modern eat-in kitchen (new dishwasher, microwave and modern gas stove) living/dining room, and one (newly refurbished) bathroom to share.  Wifi, cable TV (250 channels including lots of movie channels ) in each room, printer, ceiling fans in each bedroom,  A/C in season.   Located 2 blocks from #1 subway, a block from CCNY, 2 subway stops or a 20 minute walk from Columbia, 25 - 30 minutes to mid-town (Times Sq, Broadway theaters, Rockefeller Center), 1 block from Riverbank State Park with a dirt-cheap gym and all sports facilities including two fabulous pools in summer and a skating rink in the winter. All amenities within steps. It's an easy, pleasant, safe and happy place to live.....with the adde",https://a0.muscache.com/im/pictures/898993/97575116_original.jpg?aki_policy=large,Hamilton Heights,40.8239903999629,-73.9532773007853,65,450,1300,316,28,94,10,9,10,10,9,10,0.34
115678,https://www.airbnb.com/rooms/115678,Your Stunning Vacation Apartment!,"We offer all our customers a convenient comfortable two bedroom apartment with all utilities included with a great location where everything you need is right at your fingertips. This apartment offers a large living-room with parquet flooring, a complete bathroom and kitchen, a hallway, high ceilings throughout the apartment, and huge windows in every (Website hidden by Airbnb) location is convenient and has quiet surroundings. William: ""As a valued client in choosing to stay at this affordable vacation home, there will just be a cleaning fee and a security/refundable deposit of $100!! We want you to enjoy your stay, not only just here at our apartment, but your stay in the greatest city in the world... New York City."" ***Apartment includes*** -Internet (Wi-Fi) -Cable TV (Time Warner with over hundreds of channels) -Air Conditioning -Fans -2 Full-Size Beds with Sofa Couch -2 Ceiling Fans -Microwave -Coffee Maker -Toaster -Refrigerator  ***Public Transportation*** -Trains (A, B, C, D, 1",https://a0.muscache.com/im/pictures/880244/000627e3_original.jpg?aki_policy=large,Harlem,40.8182184665575,-73.9409468848735,99,,,246,250,91,9,9,9,9,9,9,3.03
115748,https://www.airbnb.com/rooms/115748,1 BDRM Apt Astoria-Weekend Sublease,"Hello Need a place to stay in NYC for a Weekend??? I am subleasing my apt in the heart of Astoria NYC  (Long weekends only), includes gas,electricity and Cable/Wifi!!! This is great for those of you who are in the NYC are for traveling purposes and don't want to pay those expensive hotel rates The apt is fully furnished and has flat screen TV's in both the living room and the Bedroom. The bed is an AMERICAN Full size bed and fits 2 comfortably. The sofa is not a pull out and sleeping on the sofa is not allowed. Please read below for the neighborhood description: Astoria is a popular neighborhood in Queens NYC and is conveniently close to Manhattan, it's urban but with space and greenery. Astoria Transportation: Astoria is a 20-minute commute on the N or W subways to midtown Manhattan. The subway runs above ground along 31st Street. The apartment is right around the corner from the subway!!!!!!!!! LaGuardia Airport is a hop, skip, and jump via the Grand Central. Please contact me if you",https://a0.muscache.com/im/pictures/16163276/3ec71775_original.jpg?aki_policy=large,Astoria,40.7643389358702,-73.921321051481,110,850,2000,363,28,89,9,8,10,10,10,9,0.36
116940,https://www.airbnb.com/rooms/116940,ROOM WITH A  KITCHENETTE,"PLEASE READ CAREFULLY BEFORE BOOKING TO FIND OUT IF THIS APARTMENT SUITABLE FOR YOU  This room accommodates a full bed with a couch, chest of drawers and a bed. It is airconditioned for your added comfort. The kitchenette has a refrigerator, microwave and stove as well as a dining table for four. The shared bath is hygienic and well- maintained.   This beautiful, affordable and friendly accomodation is ideal for a business trip or just a respite from your daly routine. Access to the main shopping areas in Manhattan can be reached by the A and C trains or by bus.       The safety of all our clients is of utmost importance to us. As a result we ask that PRIOR PERMISSION BE SOUGHT AND OBTAINED FROM THE HOSTS BEFORE YOU INVITE YOUR  GUEST TO THE ROOM. Smoking in the building is prohibited  We look forward to hosting you soon.",https://a0.muscache.com/im/pictures/4164536/16f36bfd_original.jpg?aki_policy=large,Crown Heights,40.6770538397277,-73.9492486083017,80,560,2240,360,177,92,9,10,10,9,8,9,2.14
117425,https://www.airbnb.com/rooms/117425,"Conveniently Located, Sunny Brooklyn Heights!","Coming to NYC For A Visit? Lovely one bedroom close to Montague Street shopping, one-stop from Manhattan (nearby trains 2, 3, 4, 5, A, C, E, F, N, R) and walking distance to Atlantic Street and Carroll Gardens. Pre-War building with high ceilings, lots of light, eat-in kitchen. Perfect for week long visit with family.",https://a0.muscache.com/im/pictures/3598373/6d04a1c7_original.jpg?aki_policy=large,Brooklyn Heights,40.6926332783036,-73.9943809919921,175,1244,4200,268,87,90,9,9,9,9,10,9,1.05
118061,https://www.airbnb.com/rooms/118061,Style in Stuyvesant Heights,"This charming and spacious 1+ bedroom apartment is located on a quiet block in the heart of the historical section of Stuyvesant Heights, Brooklyn. The apartment is on the second floor of an owner occupied brownstone and it was recently renovated and fully furnished.  The owner is an Italian woman from Florence, Italy with 20 years experience of New York (yes, we speak Italian!). Roberta is on hand to give advice about the neighborhood, make recommendations and give directions. The apartment has a queen sized bed (UK king) in the bedroom as well as a through room with a sofa bed that can sleep an additional two people. (There are separate doors to each bedroom) It is very comfortable for 4. Lots of the original details such as stained glass skylights, fire place mantels and moldings were saved during the renovations. The living room and kitchen windows face the building's backyard that was also upgraded with a patio and lots of planters and flowers. The visitors will have access to the",https://a0.muscache.com/im/pictures/893888/a58ebaa0_original.jpg?aki_policy=large,Bedford-Stuyvesant,40.6844766240571,-73.9274683811624,100,700,2300,249,49,95,10,10,10,10,8,9,0.63
118680,https://www.airbnb.com/rooms/118680,Spacious East Village apt near it all,Cozy apt in the East Village available. Very close to Union Square and Soho. Plenty of stuff to do in the area and walking distance to most trains. ,https://a0.muscache.com/im/pictures/693d7d11-6498-4dfe-aa2b-5ef8c6c4580e.jpg?aki_policy=large,East Village,40.7306743967452,-73.9870161635197,87,500,1700,0,0,,,,,,,,
118812,https://www.airbnb.com/rooms/118812,Crown of the Heights II,"Great room with a view of the park. Location is closed to two train stations that will take you into the city in 15 min. The neighborhood is iconically Brooklyn with lovely brownstones. Newly renovated bathroom. This bedroom has a brand new mattress, Wi-Fi, cable and a flat screen TV.  If you are looking for a place that is clean, and quiet after a long day of touring, this is the place for you. All the cute cafes, restaurants and main attractions are 5 blocks away or two stops on the metro.",https://a0.muscache.com/im/pictures/773392/3c1ced1b_original.jpg?aki_policy=large,Crown Heights,40.6733386527329,-73.9426889069342,85,595,,364,1,100,10,10,10,10,8,10,0.01
120489,https://www.airbnb.com/rooms/120489,Artsy & Contemporary in Central Harlem,"Sun drenched flat faces west in boutique building in historic central Harlem.   A bedroom room with a queen bed in an apartment with an open concept living area that offers boutique hotel styling and comfort. Main Room Large open concept living, kitchen, and dining space.  Sun drenched in the afternoon with western exposure.  Three large windows provides views of scenic boulevard and the historic Hotel Theresa.  Comfortable non-sleeping sofa and chairs.   Dark stained floors, crown molding, stainless steel appliances, modern cabinetry, WIFI, cable TV, and SONOS music. The ultimate sleeping quarter with a queen beds with all white linens.  Bedroom has a brick exposure to an extremely quiet light filled rear of building.  The building's private rear back alley provides a column of light against a tranquil exposed brick backdrop.    Hallway full bathroom for exclusive use of my guests Washer/Dryer closet, large hallway closet, linen closet, kitchen pantry, and bedroom closets.",https://a0.muscache.com/im/pictures/2f79dffc-1a23-4b9e-8960-e102074fe97d.jpg?aki_policy=large,Harlem,40.8084083202801,-73.9496574097003,199,1500,6000,89,1,,,,,,,,0.02
121473,https://www.airbnb.com/rooms/121473,"Greenpoint, Brooklyn arty apt with great city view","$130-160 per night for entire apartment (depending on date requested) $60 cleaning fee (per stay) Air B&B verifications, profile photograph of renter, and security deposit are required. Please do not message me if you do not have a profile picture. Check-in: After 3 PM (flexible) Check-out: 11 AM (flexible) Times can be adjusted to work with your schedule, if I will not be home to let you in we can set up a key exchange prior to your arrival. Please message me for availability before booking, I only Air BnB if I am going away, thank you! Sleeps 4 (this is the maximum amount of guests per stay):  1 master bedroom (sleeps 2 on queen size bed)  1 living room (sleeps 2 on pull-out futon couch) Perfect for one or two couples or 4 friends. Maximum 4 guests. Fresh sheets, towels, and extra bedding provided for every guest.  APARTMENT: My Greenpoint apartment is very big for NYC; with a big eat in kitchen (with a REALLY lovely view of Manhattan!), a living room with pull out futon (and lots of",https://a0.muscache.com/im/pictures/3454052/ae07382e_original.jpg?aki_policy=large,Greenpoint,40.7270695365664,-73.9539329052554,150,,,305,63,95,10,9,10,10,10,9,0.77
121861,https://www.airbnb.com/rooms/121861,"Park Slope Apt:, Spacious 2 bedroom","Imagine a quiet, spacious apartment, with beautiful sunlight, just steps from the terrific restaurants and shops of this wonderful neighborhood.  Near many subway stops (including the R train 1/2 block away), easy to get to Manhattan; four blocks from Prospect Park; near to the Brooklyn Botanic Garden and Brooklyn Museum.  You'll have the best of both worlds: you'll be in a fun, hip, laid-back neighborhood, but close to the sights and action of Manhattan! The apartment is a duplex with two large bedrooms, two full baths, terrace, fully stocked kitchen, dw, wi-fi.   Note: On dates the apartment is marked unavailable on the calendar, one bedroom/bath in the apartment often is available (view my related listing, ""Sunny, Large, Park Slope Bedroom"").  You would be sharing the place with me - and my cat. Extended stays and a willingness to take care of my wonderful cat yield a discount! I'd greatly appreciate it if you would make an inquiry so we can e-chat for a bit before sending an offer.",https://a0.muscache.com/im/pictures/788861/b6349515_original.jpg?aki_policy=large,Park Slope,40.67644253461,-73.9808190780179,165,1050,,181,23,99,10,10,10,10,10,10,0.28
123784,https://www.airbnb.com/rooms/123784,NYC Studio for Rent in Townhouse,"This is a large studio room with a private bathroom for rent in the historical and breathtaking district of West Harlem in Manhattan.  Explore some of the oldest architecture  left in Manhattan. Near famous NYC restaurants like Red Rooster and Sylvia's.  Harlem stretches from the East River west to the Hudson River between 155th Street; where it meets Washington Heights. Central Harlem begins at 110th Street, at the northern boundary of Central Park; Spanish Harlem is in Eastern Harlem and extends south to 96th Street, while in the west the neighborhood begins north of Upper West Side, which gives aborder west of Morningside Avenue. Walking distant to Central Park and subway station. Cable Television, Wi-fi and private phone for your use. Close to Columbia University and less than 30 minutes to Times Square by train. Well priced and all you need for a holiday here in NYC. Why stay in the outer boroughs when you can be in the heart of the city in a place all to your own!  You also don't",https://a0.muscache.com/im/pictures/1793398/80c79ddb_original.jpg?aki_policy=large,Harlem,40.8048108702849,-73.9479445381482,110,735,3200,356,85,94,9,9,10,10,9,9,1.03
125053,https://www.airbnb.com/rooms/125053,Quiet Gem on NY's Hottest Street,"Penthouse loft with roof deck available in prime location. Large, sunny condo available on Bond Street â€“ steps from SoHo, the East Village and the Lower East Side . Across the street from 40 Bond, Ian Schragerâ€™s latest architectural gem and residence, this open-plan apartment is perfect for indoor or outdoor entertaining, but also quiet and near all necessary services for comfortable living. This block was named block of the year by the online architecture blog Curbed in 2007 because of all the interesting architectural developments. The apartment is very light, with 13-foot ceilings and a wall of windows in the living room. The private roof deck (450 sq feet), with lounge chairs and table for dining, has views of the neighborhood from all directions. The living roomâ€™s wood-burning fireplace is fully functional. The apartment was last owned by an interior designer, Adam Dolle, and was featured on the cover of several magazines, as well as featured in articles in The New York Times and ",https://a0.muscache.com/im/pictures/1068227/fd45994f_original.jpg?aki_policy=large,East Village,40.7253262940497,-73.9914312918332,395,,,230,46,100,10,9,10,10,10,9,0.58
